,gene_id,Gene names,type
5297,ENSMUSG00000035274,Tpbg 5t4,integral membrane
5298,ENSMUSG00000035275,Raver2 Kiaa1579,nucleus
5299,ENSMUSG00000035277,Arx,nucleus
5300,ENSMUSG00000035279,Ssc5d S5D-SRCRB,cytoplasm
5301,ENSMUSG00000035283,Adrb1 Adrb1r,nucleus
5302,ENSMUSG00000035285,Nat14,integral membrane
5303,ENSMUSG00000035293,G2e3 Kiaa1333,nucleus
5304,ENSMUSG00000035296,Sgcg,cytoplasm
5305,ENSMUSG00000035299,Mid1 Fxy Trim18,cytoplasm
5306,ENSMUSG00000035305,Ror1 Ntrkr1,cytoplasm
5307,ENSMUSG00000035311,Gnptab Gnpta Kiaa1208,integral membrane
5308,ENSMUSG00000035314,Gdpd5 Gde2,integral membrane
5309,ENSMUSG00000035325,Sec31a Sec31l1,cytoplasm
5310,ENSMUSG00000035337,Uchl4,cytoplasm
5311,ENSMUSG00000035342,Lzts2 Kiaa1813 Lapser1,cytoplasm
5312,ENSMUSG00000035356,Nfkbiz Inap Mail,nucleus
5313,ENSMUSG00000035357,Pdzrn3 Kiaa1095 Semcap3,cytoplasm
5314,ENSMUSG00000035372,,integral membrane
5315,ENSMUSG00000035378,Shq1,cytoplasm
5316,ENSMUSG00000035383,Pmch Mch,nucleus
5317,ENSMUSG00000035385,Ccl2 Je Mcp1 Scya2,cytoplasm
5318,ENSMUSG00000035390,Brsk1 Gm1100 Sadb,nucleus
5319,ENSMUSG00000035397,Klf16 Bteb4 Drrf,nucleus
5320,ENSMUSG00000035403,Crb2,integral membrane
5321,ENSMUSG00000035407,Kank4 Ankrd38,cytoplasm
5322,ENSMUSG00000035413,Tmem98,integral membrane
5323,ENSMUSG00000035420,Fam170a Gm93 Znfd,nucleus
5324,ENSMUSG00000035427,Mageb4,cytoplasm
5325,ENSMUSG00000035429,Ptprh SAP-1,integral membrane
5326,ENSMUSG00000035431,Sstr1 Smstr1,cytoplasm
5327,ENSMUSG00000035435,Abca17,integral membrane
5328,ENSMUSG00000035439,Haus8 Hice1,cytoplasm
5329,ENSMUSG00000035441,Myo1d,cytoplasm
5330,ENSMUSG00000035443,Thyn1 Thy28,nucleus
5331,ENSMUSG00000035448,Ccr3 Cmkbr1l2 Cmkbr3,integral membrane
5332,ENSMUSG00000035451,Foxa1 Hnf3a Tcf-3a Tcf3a,nucleus
5333,ENSMUSG00000035455,Fignl1,nucleus
5334,ENSMUSG00000035458,Tnni3,cytoplasm
5335,ENSMUSG00000035472,Slc25a21 Odc,integral membrane
5336,ENSMUSG00000035473,Galm,cytoplasm
5337,ENSMUSG00000035478,Mbd3,nucleus
5338,ENSMUSG00000035486,Plk5,nucleus
5339,ENSMUSG00000035498,Cdcp1,integral membrane
5340,ENSMUSG00000035504,Reep6 Dp1l1 Tb2l1,integral membrane
5341,ENSMUSG00000035506,Slc12a8 Ccc9,integral membrane
5342,ENSMUSG00000035509,Fbxl21 Fbl21 Fbxl3b,nucleus
5343,ENSMUSG00000035517,Tdrd7 Pctaire2bp,cytoplasm
5344,ENSMUSG00000035522,Tsga8 Halapx,nucleus
5345,ENSMUSG00000035529,Prdm4,nucleus
5346,ENSMUSG00000035540,Gc,cytoplasm
5347,ENSMUSG00000035545,Leng8,nucleus
5348,ENSMUSG00000035547,Capn5 Ncl3,cytoplasm
5349,ENSMUSG00000035557,Krt17 Krt1-17,cytoplasm
5350,ENSMUSG00000035559,Mpv17l2 Fksg24,integral membrane
5351,ENSMUSG00000035569,Ankrd11,nucleus
5352,ENSMUSG00000035576,L3mbtl1 Kiaa0681 L3mbt L3mbtl,nucleus
5353,ENSMUSG00000035578,Iqcg Drc9,cytoplasm
5354,ENSMUSG00000035582,Gdpd4 Gde6,integral membrane
5355,ENSMUSG00000035595,Fam174c,integral membrane
5356,ENSMUSG00000035596,Mboat7 Bb1 Leng4 Lpiat1 Oact7,integral membrane
5357,ENSMUSG00000035601,Trmt10b Rg9mtd3,nucleus
5358,ENSMUSG00000035620,Ric8b,cytoplasm
5359,ENSMUSG00000035621,Midn,nucleus
5360,ENSMUSG00000035626,Olfr1509 MOR244-3 MOR83,integral membrane
5361,ENSMUSG00000035632,Cnot3 Not3,nucleus
5362,ENSMUSG00000035637,Grhpr Glxr,cytoplasm
5363,ENSMUSG00000035640,Cbarp Barp Dos R29144/1,integral membrane
5364,ENSMUSG00000035642,Aamdc,cytoplasm
5365,ENSMUSG00000035673,Sbno2 Sno Stno,nucleus
5366,ENSMUSG00000035674,Ndufa3,integral membrane
5367,ENSMUSG00000035678,Tnfsf9 Cd137l Cd157l Ly63l,integral membrane
5368,ENSMUSG00000035681,Kcnc2,integral membrane
5369,ENSMUSG00000035683,Melk Kiaa0175 Pk38,nucleus
5370,ENSMUSG00000035692,Isg15 G1p2 Ucrp,nucleus
5371,ENSMUSG00000035696,Rnf38,nucleus
5372,ENSMUSG00000035697,Arhgap45 Hmha1,cytoplasm
5373,ENSMUSG00000035699,Slc51a Osta,integral membrane
5374,ENSMUSG00000035704,Alg8 Gm1089,integral membrane
5375,ENSMUSG00000035711,Dok3 Dokl,cytoplasm
5376,ENSMUSG00000035722,Abca7,integral membrane
5377,ENSMUSG00000035725,Prkx Pkare,nucleus
5378,ENSMUSG00000035754,Wdr18,cytoplasm
5379,ENSMUSG00000035762,Tmem161b,integral membrane
5380,ENSMUSG00000035765,Dym,cytoplasm
5381,ENSMUSG00000035773,Kiss1r Gpr54,integral membrane
5382,ENSMUSG00000035775,Krt20,cytoplasm
5383,ENSMUSG00000035776,Cd99l2 Mic2l1,integral membrane
5384,ENSMUSG00000035778,Ggta1 Ggta-1,integral membrane
5385,ENSMUSG00000035780,Ugt2a3,integral membrane
5386,ENSMUSG00000035781,R3hdm4,nucleus
5387,ENSMUSG00000035783,Acta2 Actsa Actvs,cytoplasm
5388,ENSMUSG00000035785,Cmtm2b Cklfsf2b,integral membrane
5389,ENSMUSG00000035790,Cep19,cytoplasm
5390,ENSMUSG00000035798,Zdhhc17 Hip14 Kiaa0946,integral membrane
5391,ENSMUSG00000035799,Twist1 Twist,nucleus
5392,ENSMUSG00000035805,Mlc1,integral membrane
5393,ENSMUSG00000035828,Pim3,cytoplasm
5394,ENSMUSG00000035831,Krt25,cytoplasm
5395,ENSMUSG00000035834,Polr3g,nucleus
5396,ENSMUSG00000035840,Lysmd3,integral membrane
5397,ENSMUSG00000035842,Ddx11,nucleus
5398,ENSMUSG00000035845,Alg12,integral membrane
5399,ENSMUSG00000035851,Ythdc1 Kiaa1966,nucleus
5400,ENSMUSG00000035863,Palm,cytoplasm
5401,ENSMUSG00000035864,Syt1,cytoplasm
5402,ENSMUSG00000035873,Pawr Par4,nucleus
5403,ENSMUSG00000035877,Zhx3 Kiaa0395 Tix1,nucleus
5404,ENSMUSG00000035878,Hykk Agphd1,cytoplasm
5405,ENSMUSG00000035885,Cox8a Cox8 Cox8l,integral membrane
5406,ENSMUSG00000035890,Rnf126,nucleus
5407,ENSMUSG00000035891,Cerk,integral membrane
5408,ENSMUSG00000035898,Uba6 Ube1l2,nucleus
5409,ENSMUSG00000035900,Gramd4 Dip Kiaa0767,integral membrane
5410,ENSMUSG00000035910,Dcdc2 Dcdc2a Kiaa1154,cytoplasm
5411,ENSMUSG00000035914,Cd276 B7h3,integral membrane
5412,ENSMUSG00000035916,Ptprq,integral membrane
5413,ENSMUSG00000035919,Bbs9 Pthb1,cytoplasm
5414,ENSMUSG00000035923,Myf6 Mrf4 Myf-6,nucleus
5415,ENSMUSG00000035934,Pknox2 Prep2,nucleus
5416,ENSMUSG00000035941,Ibtk Kiaa1417,cytoplasm
5417,ENSMUSG00000035946,Gsx2 Gsh-2 Gsh2,nucleus
5418,ENSMUSG00000035951,Ascl3 Mash3 Sgn1,nucleus
5419,ENSMUSG00000035953,Pip4p1 Tmem55b,integral membrane
5420,ENSMUSG00000035958,Tdp2 Ttrap,nucleus
5421,ENSMUSG00000035960,Apex1 Ape Apex Ref1,nucleus
5422,ENSMUSG00000035964,Tmem59l Bsmap,integral membrane
5423,ENSMUSG00000035992,Fnip1 Kiaa1961,cytoplasm
5424,ENSMUSG00000036002,Fam214b Kiaa1539,nucleus
5425,ENSMUSG00000036006,Ripor2 Fam65b Kiaa0386,cytoplasm
5426,ENSMUSG00000036019,Tmtc2,integral membrane
5427,ENSMUSG00000036023,Parp2 Adprt2 Adprtl2 Aspartl2,nucleus
5428,ENSMUSG00000036026,Tmem63b,integral membrane
5429,ENSMUSG00000036030,Prtg,integral membrane
5430,ENSMUSG00000036036,Zfp57,nucleus
5431,ENSMUSG00000036052,Dnajb5 Hsc40,nucleus
5432,ENSMUSG00000036057,Ptpn23 Kiaa1471,nucleus
5433,ENSMUSG00000036067,Slc2a6 Glut6,integral membrane
5434,ENSMUSG00000036078,Sigmar1 Oprs1,integral membrane
5435,ENSMUSG00000036098,Myrf Gm1804 Gm98 Mrf,integral membrane
5436,ENSMUSG00000036099,Vezt,integral membrane
5437,ENSMUSG00000036103,Colec12 Clp1 Srcl,integral membrane
5438,ENSMUSG00000036104,Rab3gap1 Kiaa0066 Rab3gap,cytoplasm
5439,ENSMUSG00000036109,Mbnl3 Chcr Mbxl,cytoplasm
5440,ENSMUSG00000036110,Slc17a2 Npt3,integral membrane
5441,ENSMUSG00000036111,Lmo1 Rbtn1 Rhom1 Ttg1,nucleus
5442,ENSMUSG00000036112,Metap2 Mnpep P67eif2,cytoplasm
5443,ENSMUSG00000036114,Rpp25l,nucleus
5444,ENSMUSG00000036120,Rfxank Rfxb Tvl1,nucleus
5445,ENSMUSG00000036123,Slc9a3,integral membrane
5446,ENSMUSG00000036136,Fam110c,nucleus
5447,ENSMUSG00000036139,Hoxc9 Hox-3.2 Hoxc-9,nucleus
5448,ENSMUSG00000036144,Meox2 Gax Mox-2 Mox2,nucleus
5449,ENSMUSG00000036155,Mgat5,integral membrane
5450,ENSMUSG00000036158,Prickle1,nucleus
5451,ENSMUSG00000036168,Ccdc38,cytoplasm
5452,ENSMUSG00000036172,Cd200r3 Cd200rlb,integral membrane
5453,ENSMUSG00000036180,Gatad2a,nucleus
5454,ENSMUSG00000036181,H1-2 H1f2 Hist1h1c,nucleus
5455,ENSMUSG00000036186,Dipk1b Fam69b Pip49,integral membrane
5456,ENSMUSG00000036192,Rorb Nr1f2,nucleus
5457,ENSMUSG00000036197,Gxylt1 Glt8d3 Gm87,integral membrane
5458,ENSMUSG00000036199,Ndufa13 Grim19,integral membrane
5459,ENSMUSG00000036202,Rif1,nucleus
5460,ENSMUSG00000036206,Sh3bp4,nucleus
5461,ENSMUSG00000036208,Nepro,nucleus
5462,ENSMUSG00000036225,Kctd1,nucleus
5463,ENSMUSG00000036242,Armh4,integral membrane
5464,ENSMUSG00000036251,Trpm8 Ltrpc6 Trpp8,integral membrane
5465,ENSMUSG00000036257,Pnpla8 Ipla22 Ipla2g,integral membrane
5466,ENSMUSG00000036273,Lrrk2,cytoplasm
5467,ENSMUSG00000036275,Kct2,integral membrane
5468,ENSMUSG00000036278,Macrod1 Lrp16,nucleus
5469,ENSMUSG00000036281,Snapc4,nucleus
5470,ENSMUSG00000036282,Naa30 Mak3 Nat12,nucleus
5471,ENSMUSG00000036292,Gramd1c,integral membrane
5472,ENSMUSG00000036295,Lrrn3,integral membrane
5473,ENSMUSG00000036298,Slc2a13,cytoplasm
5474,ENSMUSG00000036304,Zdhhc23 Gm779,integral membrane
5475,ENSMUSG00000036306,Lzts1 Fez1,cytoplasm
5476,ENSMUSG00000036309,Skp1 Skp1a,nucleus
5477,ENSMUSG00000036330,Slc18a1 Vmat1,integral membrane
5478,ENSMUSG00000036339,Tmem260,integral membrane
5479,ENSMUSG00000036356,Csgalnact1 Chgn Galnact1,integral membrane
5480,ENSMUSG00000036362,P2yr13 Gpr86,integral membrane
5481,ENSMUSG00000036368,Rmdn2 Fam82a Fam82a1,integral membrane
5482,ENSMUSG00000036371,Serbp1 Pairbp1,nucleus
5483,ENSMUSG00000036372,Tmem258,integral membrane
5484,ENSMUSG00000036381,P2ry14 Gpr105,integral membrane
5485,ENSMUSG00000036390,Gadd45a Ddit1 Gadd45,nucleus
5486,ENSMUSG00000036401,Glt6d1,integral membrane
5487,ENSMUSG00000036403,Cep135 Cep4 Kiaa0635,cytoplasm
5488,ENSMUSG00000036427,Gpi Gpi1,cytoplasm
5489,ENSMUSG00000036432,Siah2,cytoplasm
5490,ENSMUSG00000036435,Exoc1 Sec3 Sec3l1,cytoplasm
5491,ENSMUSG00000036437,Npy1r,integral membrane
5492,ENSMUSG00000036438,Calm2 Cam2 CamC,nucleus
5493,ENSMUSG00000036438,Calm1 Calm Cam Cam1,nucleus
5494,ENSMUSG00000036438,Calm3 Cam3 Camc,nucleus
5495,ENSMUSG00000036450,Hif1an,nucleus
5496,ENSMUSG00000036452,Arhgap26 Kiaa0621,cytoplasm
5497,ENSMUSG00000036459,Wtip,nucleus
5498,ENSMUSG00000036461,Elf1,nucleus
5499,ENSMUSG00000036466,Megf11 Kiaa1781,integral membrane
5500,ENSMUSG00000036469,Marchf1 March1,integral membrane
5501,ENSMUSG00000036473,Tbc1d24 Kiaa1171,cytoplasm
5502,ENSMUSG00000036478,Btg1,nucleus
5503,ENSMUSG00000036502,Tmem255a Fam70a,integral membrane
5504,ENSMUSG00000036503,Rnf13 Rzf,integral membrane
5505,ENSMUSG00000036510,Cdh8,integral membrane
5506,ENSMUSG00000036513,Commd2,cytoplasm
5507,ENSMUSG00000036523,Greb1 Kiaa0575,integral membrane
5508,ENSMUSG00000036526,Card11,cytoplasm
5509,ENSMUSG00000036529,Sbf1 Kiaa3020 Mtmr5,cytoplasm
5510,ENSMUSG00000036533,Cdc42ep3 Borg2 Cep3,cytoplasm
5511,ENSMUSG00000036534,Slc38a7 Snat7,integral membrane
5512,ENSMUSG00000036550,Cnot1 Kiaa1007,nucleus
5513,ENSMUSG00000036557,Stpg4,nucleus
5514,ENSMUSG00000036564,Ndrg4 Kiaa1180 Ndr4,cytoplasm
5515,ENSMUSG00000036565,Ttyh3 Kiaa1691,integral membrane
5516,ENSMUSG00000036574,Tex44,cytoplasm
5517,ENSMUSG00000036578,Fxyd7,integral membrane
5518,ENSMUSG00000036585,Fgf1 Fgf-1 Fgfa,nucleus
5519,ENSMUSG00000036586,Grifin,cytoplasm
5520,ENSMUSG00000036587,Fut7,integral membrane
5521,ENSMUSG00000036594,H2-Aa,integral membrane
5522,ENSMUSG00000036599,Chst12,integral membrane
5523,ENSMUSG00000036602,Alx1 Cart1,nucleus
5524,ENSMUSG00000036617,Skt Etl4 Kiaa1217,cytoplasm
5525,ENSMUSG00000036620,Mgat4b,integral membrane
5526,ENSMUSG00000036632,Alg5,integral membrane
5527,ENSMUSG00000036634,Mag,cytoplasm
5528,ENSMUSG00000036636,Clcn7 Clc7,integral membrane
5529,ENSMUSG00000036639,Nudt1 Mth1,nucleus
5530,ENSMUSG00000036644,Tbc1d9b Kiaa0676,integral membrane
5531,ENSMUSG00000036646,Man1b1,integral membrane
5532,ENSMUSG00000036658,Olfr11 Mor256-11,integral membrane
5533,ENSMUSG00000036686,Cc2d1a,nucleus
5534,ENSMUSG00000036687,Tmem184a Sdmg1,integral membrane
5535,ENSMUSG00000036698,Ago2 Eif2c2 Kiaa4215,nucleus
5536,ENSMUSG00000036699,Zcchc12 Sizn1,nucleus
5537,ENSMUSG00000036707,Cab39 Mo25,cytoplasm
5538,ENSMUSG00000036721,Zscan12 Zfp96 Znf96,nucleus
5539,ENSMUSG00000036733,Rbm42,nucleus
5540,ENSMUSG00000036743,Psma8 Psma7l,nucleus
5541,ENSMUSG00000036752,Tubb4b Tubb2c,cytoplasm
5542,ENSMUSG00000036764,Dnajc12 Jdp1,cytoplasm
5543,ENSMUSG00000036766,Dner Bet Bret,integral membrane
5544,ENSMUSG00000036768,Kif15 Klp2 Knsl7,cytoplasm
5545,ENSMUSG00000036781,Rps27l,nucleus
5546,ENSMUSG00000036790,Slitrk2,integral membrane
5547,ENSMUSG00000036792,Mbd5,nucleus
5548,ENSMUSG00000036810,Cnep1r1 Tmem188,integral membrane
5549,ENSMUSG00000036813,Entpd8,integral membrane
5550,ENSMUSG00000036816,Atoh7 Ath5,nucleus
5551,ENSMUSG00000036817,Sun1 Unc84a,integral membrane
5552,ENSMUSG00000036819,Jmjd4,cytoplasm
5553,ENSMUSG00000036822,Topors,nucleus
5554,ENSMUSG00000036825,Ssx2ip,nucleus
5555,ENSMUSG00000036826,Igflr1 Tmem149,integral membrane
5556,ENSMUSG00000036832,Lpar3 Edg7 Lpa3,integral membrane
5557,ENSMUSG00000036833,Pnpla7,integral membrane
5558,ENSMUSG00000036834,Plch1 Kiaa1069 Plcl3,cytoplasm
5559,ENSMUSG00000036835,Psenen Pen2,integral membrane
5560,ENSMUSG00000036840,Siah1a,nucleus
5561,ENSMUSG00000036853,Mcoln3,integral membrane
5562,ENSMUSG00000036854,Hspb6 Gm479,nucleus
5563,ENSMUSG00000036855,Gjd4,integral membrane
5564,ENSMUSG00000036856,Wnt4 Wnt-4,cytoplasm
5565,ENSMUSG00000036862,Dchs1,integral membrane
5566,ENSMUSG00000036867,Smad6 Madh6 Madh7 Msmad6,nucleus
5567,ENSMUSG00000036872,Abcc12 Mrp9,integral membrane
5568,ENSMUSG00000036875,Dna2 Dna2l Kiaa0083,nucleus
5569,ENSMUSG00000036882,Arhgap33 Snx26 Tcgap,cytoplasm
5570,ENSMUSG00000036893,Ehmt1 Euhmtase1 Glp Kmt1d,nucleus
5571,ENSMUSG00000036902,Neto2 Btcl2,integral membrane
5572,ENSMUSG00000036904,Fzd8,integral membrane
5573,ENSMUSG00000036913,Trim67,cytoplasm
5574,ENSMUSG00000036916,Znf280c Kiaa1584 Suhw3 Zfp280c,nucleus
5575,ENSMUSG00000036918,Ttc7a Ttc7,cytoplasm
5576,ENSMUSG00000036923,Stox1,nucleus
5577,ENSMUSG00000036924,Cst13 Cymg1,cytoplasm
5578,ENSMUSG00000036928,Stag3,nucleus
5579,ENSMUSG00000036931,Nfkbid Ikbns,nucleus
5580,ENSMUSG00000036932,Aifm1 Aif Pdcd8,nucleus
5581,ENSMUSG00000036940,Kdm1a Aof2 Kiaa0601 Lsd1,nucleus
5582,ENSMUSG00000036941,Elac1,nucleus
5583,ENSMUSG00000036958,Cst11 Cres2 CSTE1,nucleus
5584,ENSMUSG00000036964,Trim17,cytoplasm
5585,ENSMUSG00000036972,Zic4,nucleus
5586,ENSMUSG00000036977,Anapc10 Apc10,cytoplasm
5587,ENSMUSG00000036980,Taf6 Taf2e,nucleus
5588,ENSMUSG00000036985,Zdhhc9,integral membrane
5589,ENSMUSG00000036986,Pml,nucleus
5590,ENSMUSG00000036989,Trim3 Hac1 Rnf22,cytoplasm
5591,ENSMUSG00000036990,Otud4 Kiaa1046,nucleus
5592,ENSMUSG00000037001,Zfp39 Zfp-39,nucleus
5593,ENSMUSG00000037013,Ss18 Ssxt Syt,nucleus
5594,ENSMUSG00000037016,Frem2 Nv1,integral membrane
5595,ENSMUSG00000037017,Zscan21 Zfp-38 Zfp38 Zipro1 Znf38,nucleus
5596,ENSMUSG00000037022,Mmaa,cytoplasm
5597,ENSMUSG00000037025,Foxa2 Hnf3b Tcf-3b Tcf3b,nucleus
5598,ENSMUSG00000037032,Apbb1 Fe65,nucleus
5599,ENSMUSG00000037034,Pax1 Pax-1,nucleus
5600,ENSMUSG00000037058,Paip2,cytoplasm
5601,ENSMUSG00000037060,Cavin3 Prkcdbp Srbc,cytoplasm
5602,ENSMUSG00000037062,Sh3glb1 Kiaa0491,cytoplasm
5603,ENSMUSG00000037070,Rbmxl1 Rbmxrt,nucleus
5604,ENSMUSG00000037071,Scd1,integral membrane
5605,ENSMUSG00000037085,Trmt12 Tyw2,cytoplasm
5606,ENSMUSG00000037101,Ttc29,cytoplasm
5607,ENSMUSG00000037104,Socs5 Cish5,cytoplasm
5608,ENSMUSG00000037108,Zcwpw1 Gm1053,nucleus
5609,ENSMUSG00000037110,Ralgapa2 Kiaa1272,nucleus
5610,ENSMUSG00000037111,Setd7 Kiaa1717 Set7 Set9,nucleus
5611,ENSMUSG00000037124,Trim58 Gm16,cytoplasm
5612,ENSMUSG00000037126,Psd Efa6a Kiaa2011 Psd1,integral membrane
5613,ENSMUSG00000037134,Prmt9 Prmt10,cytoplasm
5614,ENSMUSG00000037138,Aff3 Laf4,nucleus
5615,ENSMUSG00000037140,Tas2r4 Tas2r108 Tas2r8,integral membrane
5616,ENSMUSG00000037149,Ddx1,nucleus
5617,ENSMUSG00000037152,Ndufc1,integral membrane
5618,ENSMUSG00000037157,Il22ra1,integral membrane
5619,ENSMUSG00000037159,Wee2 Wee1b,nucleus
5620,ENSMUSG00000037166,Ppp1r14a Cpi17,cytoplasm
5621,ENSMUSG00000037169,Mycn Nmyc Nmyc1,nucleus
5622,ENSMUSG00000037172,Dennd11 Kiaa1147 Lchn,cytoplasm
5623,ENSMUSG00000037174,Elf2 Nerf,nucleus
5624,ENSMUSG00000037185,Krt80 Kb20,cytoplasm
5625,ENSMUSG00000037188,Grhl3 Get1 Som Tfcp2l4,nucleus
5626,ENSMUSG00000037190,Cyb561d2 101f6,integral membrane
5627,ENSMUSG00000037197,Rbm17 Spf45,nucleus
5628,ENSMUSG00000037202,Prf1 Pfp,integral membrane
5629,ENSMUSG00000037214,Thap1,nucleus
5630,ENSMUSG00000037216,Lipt1,cytoplasm
5631,ENSMUSG00000037221,Mospd3,integral membrane
5632,ENSMUSG00000037225,Fgf2 Fgf-2,nucleus
5633,ENSMUSG00000037234,Hook3,cytoplasm
5634,ENSMUSG00000037236,Matr3,nucleus
5635,ENSMUSG00000037242,Clic4,nucleus
5636,ENSMUSG00000037251,Pomk Sgk196,integral membrane
5637,ENSMUSG00000037253,Mex3c Rkhd2,nucleus
5638,ENSMUSG00000037257,Aagab,cytoplasm
5639,ENSMUSG00000037260,Hgsnat D8Ertd354e Tmem76,integral membrane
5640,ENSMUSG00000037262,Kin Btcd Kin17,nucleus
5641,ENSMUSG00000037263,Aldh3b3,cytoplasm
5642,ENSMUSG00000037270,Kiaa1109 Fsa Kiaa1371,integral membrane
5643,ENSMUSG00000037275,Gemin5,cytoplasm
5644,ENSMUSG00000037278,Tmem97 S2r,integral membrane
5645,ENSMUSG00000037279,Ovol2 Ovo2 Zfp339 Znf339,nucleus
5646,ENSMUSG00000037280,Galnt6,integral membrane
5647,ENSMUSG00000037286,Stag1 Sa1,nucleus
5648,ENSMUSG00000037287,Tbcel Lrrc35,cytoplasm
5649,ENSMUSG00000037295,Ldlrap1 Arh,cytoplasm
5650,ENSMUSG00000037296,Lsm1,nucleus
5651,ENSMUSG00000037307,Banf2 Bafl,cytoplasm
5652,ENSMUSG00000037316,Bag4 Sodd,nucleus
5653,ENSMUSG00000037321,Tap1 Abcb2 Ham-1 Ham1,integral membrane
5654,ENSMUSG00000037325,Bbs7 Bbs2l1,nucleus
5655,ENSMUSG00000037326,Capn15 Solh,cytoplasm
5656,ENSMUSG00000037331,Larp1 Kiaa0731 Larp,cytoplasm
5657,ENSMUSG00000037335,Hand1 Ehand Hxt Thing1,nucleus
5658,ENSMUSG00000037339,Fam53a Dntnp,nucleus
5659,ENSMUSG00000037341,Slc9a7 Nhe7,integral membrane
5660,ENSMUSG00000037344,Slc12a9 Cip1 Slc12a8,integral membrane
5661,ENSMUSG00000037347,Chst7 Gst5,integral membrane
5662,ENSMUSG00000037348,Paqr7 Mpra Pglp,integral membrane
5663,ENSMUSG00000037351,Actr1b,cytoplasm
5664,ENSMUSG00000037353,Letmd1 Mccr,integral membrane
5665,ENSMUSG00000037361,Sf3b6 Sf3b14,nucleus
5666,ENSMUSG00000037362,Ccn3 Nov,cytoplasm
5667,ENSMUSG00000037363,Letm2,integral membrane
5668,ENSMUSG00000037364,Srrt Ars2 Asr2,cytoplasm
5669,ENSMUSG00000037366,Pafah2,cytoplasm
5670,ENSMUSG00000037369,Kdm6a Utx,nucleus
5671,ENSMUSG00000037373,Ctbp1,nucleus
5672,ENSMUSG00000037375,Hhat Skn,integral membrane
5673,ENSMUSG00000037376,Trmt6 Kiaa1153 Trm6,nucleus
5674,ENSMUSG00000037393,Nmur2,integral membrane
5675,ENSMUSG00000037400,Atp11b,integral membrane
5676,ENSMUSG00000037408,Cnnm4 Acdp4 Kiaa1592,integral membrane
5677,ENSMUSG00000037415,Ranbp10 Kiaa1464,nucleus
5678,ENSMUSG00000037424,Taar9,integral membrane
5679,ENSMUSG00000037432,Fer1l5,integral membrane
5680,ENSMUSG00000037434,Slc30a1 Znt1,integral membrane
5681,ENSMUSG00000037437,Adam32,integral membrane
5682,ENSMUSG00000037440,Vnn1,integral membrane
5683,ENSMUSG00000037447,Arid5a,nucleus
5684,ENSMUSG00000037451,Slc22a20 Gm963 Oat6,integral membrane
5685,ENSMUSG00000037455,Slc18b1,integral membrane
5686,ENSMUSG00000037458,Azin1 Oazi Oazin,nucleus
5687,ENSMUSG00000037463,Fbxo27,cytoplasm
5688,ENSMUSG00000037465,Klf10 Gdnfif Tieg Tieg1,nucleus
5689,ENSMUSG00000037466,Tedc1,cytoplasm
5690,ENSMUSG00000037474,Dtl Cdt2 L2dtl Ramp,nucleus
5691,ENSMUSG00000037475,Thoc2,nucleus
5692,ENSMUSG00000037477,Tbx10 Tbx13 Tbx7,nucleus
5693,ENSMUSG00000037490,Slc2a12 Glut12,integral membrane
5694,ENSMUSG00000037492,Zmat4,nucleus
5695,ENSMUSG00000037493,Cib2 Kip2,cytoplasm
5696,ENSMUSG00000037503,Fam168b Kiaa4042,integral membrane
5697,ENSMUSG00000037509,Arhgef4 Kiaa1112,cytoplasm
5698,ENSMUSG00000037523,Mavs Ips1 Visa,integral membrane
5699,ENSMUSG00000037525,Bcdin3d,cytoplasm
5700,ENSMUSG00000037542,Aldh8a1 Raldh4,cytoplasm
5701,ENSMUSG00000037553,Zdhhc18,integral membrane
5702,ENSMUSG00000037568,Vash2 Vashl,cytoplasm
5703,ENSMUSG00000037570,Mcrs1 Msp58,nucleus
5704,ENSMUSG00000037573,Tob1 Tob Trob,nucleus
5705,ENSMUSG00000037580,Gch1 Gch,nucleus
5706,ENSMUSG00000037583,Nr0b2 Shp,nucleus
5707,ENSMUSG00000037600,Kdf1,cytoplasm
5708,ENSMUSG00000037601,Nme1 Nm23,nucleus
5709,ENSMUSG00000037606,Osbpl5 Obph1 Osbp2,integral membrane
5710,ENSMUSG00000037608,Bclaf1 Btf Kiaa0164,nucleus
5711,ENSMUSG00000037617,Spag1 Tpis,cytoplasm
5712,ENSMUSG00000037621,Atoh8 Ath6,nucleus
5713,ENSMUSG00000037622,Wdtc1 Gm695,nucleus
5714,ENSMUSG00000037624,Kcnk2,nucleus
5715,ENSMUSG00000037627,Rgs22,nucleus
5716,ENSMUSG00000037628,Cdkn3 Kap,cytoplasm
5717,ENSMUSG00000037636,Slc25a43 Gm8,integral membrane
5718,ENSMUSG00000037638,Zbtb42,nucleus
5719,ENSMUSG00000037643,Prkci Pkcl,nucleus
5720,ENSMUSG00000037652,Phc3,nucleus
5721,ENSMUSG00000037661,Gpr160,integral membrane
5722,ENSMUSG00000037664,Cdkn1c Kip2,nucleus
5723,ENSMUSG00000037689,Tmem247,integral membrane
5724,ENSMUSG00000037703,Lzts3 Prosapip1,cytoplasm
5725,ENSMUSG00000037706,Cd81 Tapa1,integral membrane
5726,ENSMUSG00000037710,Cisd1 D10Ertd214e Zcd1,integral membrane
5727,ENSMUSG00000037712,Fermt2 Plekhc1,nucleus
5728,ENSMUSG00000037731,Themis2 Icb1,nucleus
5729,ENSMUSG00000037736,Limch1 Kiaa1102,cytoplasm
